# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;cara sonriendo;cara|cara sonriendo|divertido|feliz|sonrisa
	👩🏼‍❤️‍💋‍👩🏼;beso: mujer, mujer, tono de piel claro medio;beso|beso: mujer, mujer, tono de piel claro medio|mujer|personas|romance|tono de piel claro medio
	👩🏼‍❤️‍💋‍👩🏽;beso: mujer, mujer, tono de piel claro medio, tono de piel medio;beso|beso: mujer, mujer, tono de piel claro medio, tono de piel medio|mujer|personas|romance|tono de piel claro medio|tono de piel medio
	👩🏼‍❤️‍💋‍👩🏾;beso: mujer, mujer, tono de piel claro medio, tono de piel oscuro medio;beso|beso: mujer, mujer, tono de piel claro medio, tono de piel oscuro medio|mujer|personas|romance|tono de piel claro medio|tono de piel oscuro medio
	👩🏼‍❤️‍💋‍👩🏿;beso: mujer, mujer, tono de piel claro medio, tono de piel oscuro;beso|beso: mujer, mujer, tono de piel claro medio, tono de piel oscuro|mujer|personas|romance|tono de piel claro medio|tono de piel oscuro
	👩🏽‍❤️‍💋‍👩🏻;beso: mujer, mujer, tono de piel medio, tono de piel claro;beso|beso: mujer, mujer, tono de piel medio, tono de piel claro|mujer|personas|romance|tono de piel claro|tono de piel medio
	👩🏽‍❤️‍💋‍👩🏼;beso: mujer, mujer, tono de piel medio, tono de piel claro medio;beso|beso: mujer, mujer, tono de piel medio, tono de piel claro medio|mujer|personas|romance|tono de piel claro medio|tono de piel medio
	👩🏽‍❤️‍💋‍👩🏽;beso: mujer, mujer, tono de piel medio;beso|beso: mujer, mujer, tono de piel medio|mujer|personas|romance|tono de piel medio
	👩🏽‍❤️‍💋‍👩🏾;beso: mujer, mujer, tono de piel medio, tono de piel oscuro medio;beso|beso: mujer, mujer, tono de piel medio, tono de piel oscuro medio|mujer|personas|romance|tono de piel medio|tono de piel oscuro medio
	👩🏽‍❤️‍💋‍👩🏿;beso: mujer, mujer, tono de piel medio, tono de piel oscuro;beso|beso: mujer, mujer, tono de piel medio, tono de piel oscuro|mujer|personas|romance|tono de piel medio|tono de piel oscuro
	👩🏾‍❤️‍💋‍👩🏻;beso: mujer, mujer, tono de piel oscuro medio, tono de piel claro;beso|beso: mujer, mujer, tono de piel oscuro medio, tono de piel claro|mujer|personas|romance|tono de piel claro|tono de piel oscuro medio
	👩🏾‍❤️‍💋‍👩🏼;beso: mujer, mujer, tono de piel oscuro medio, tono de piel claro medio;beso|beso: mujer, mujer, tono de piel oscuro medio, tono de piel claro medio|mujer|personas|romance|tono de piel claro medio|tono de piel oscuro medio
	👩🏾‍❤️‍💋‍👩🏽;beso: mujer, mujer, tono de piel oscuro medio, tono de piel medio;beso|beso: mujer, mujer, tono de piel oscuro medio, tono de piel medio|mujer|personas|romance|tono de piel medio|tono de piel oscuro medio
	👩🏾‍❤️‍💋‍👩🏾;beso: mujer, mujer, tono de piel oscuro medio;beso|beso: mujer, mujer, tono de piel oscuro medio|mujer|personas|romance|tono de piel oscuro medio
	👩🏾‍❤️‍💋‍👩🏿;beso: mujer, mujer, tono de piel oscuro medio, tono de piel oscuro;beso|beso: mujer, mujer, tono de piel oscuro medio, tono de piel oscuro|mujer|personas|romance|tono de piel oscuro|tono de piel oscuro medio
	👩🏿‍❤️‍💋‍👩🏻;beso: mujer, mujer, tono de piel oscuro, tono de piel claro;beso|beso: mujer, mujer, tono de piel oscuro, tono de piel claro|mujer|personas|romance|tono de piel claro|tono de piel oscuro
	👩🏿‍❤️‍💋‍👩🏼;beso: mujer, mujer, tono de piel oscuro, tono de piel claro medio;beso|beso: mujer, mujer, tono de piel oscuro, tono de piel claro medio|mujer|personas|romance|tono de piel claro medio|tono de piel oscuro
	👩🏿‍❤️‍💋‍👩🏽;beso: mujer, mujer, tono de piel oscuro, tono de piel medio;beso|beso: mujer, mujer, tono de piel oscuro, tono de piel medio|mujer|personas|romance|tono de piel medio|tono de piel oscuro
	👩🏿‍❤️‍💋‍👩🏾;beso: mujer, mujer, tono de piel oscuro, tono de piel oscuro medio;beso|beso: mujer, mujer, tono de piel oscuro, tono de piel oscuro medio|mujer|personas|romance|tono de piel oscuro|tono de piel oscuro medio
	👩🏿‍❤️‍💋‍👩🏿;beso: mujer, mujer, tono de piel oscuro;beso|beso: mujer, mujer, tono de piel oscuro|mujer|personas|romance|tono de piel oscuro
💑;pareja enamorada;amor|pareja|pareja enamorada|personas enamoradas
	💑🏻;pareja enamorada: tono de piel claro;amor|pareja|pareja enamorada|pareja enamorada: tono de piel claro|personas enamoradas|tono de piel claro
	💑🏼;pareja enamorada: tono de piel claro medio;amor|pareja|pareja enamorada|pareja enamorada: tono de piel claro medio|personas enamoradas|tono de piel claro medio
	💑🏽;pareja enamorada: tono de piel medio;amor|pareja|pareja enamorada|pareja enamorada: tono de piel medio|personas enamoradas|tono de piel medio
	💑🏾;pareja enamorada: tono de piel oscuro medio;amor|pareja|pareja enamorada|pareja enamorada: tono de piel oscuro medio|personas enamoradas|tono de piel oscuro medio
	💑🏿;pareja enamorada: tono de piel oscuro;amor|pareja|pareja enamorada|pareja enamorada: tono de piel oscuro|personas enamoradas|tono de piel oscuro
	🧑🏻‍❤️‍🧑🏼;pareja enamorada: persona adulta, persona adulta, tono de piel claro, tono de piel claro medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel claro, tono de piel claro medio|persona adulta|personas enamoradas|tono de piel claro|tono de piel claro medio
	🧑🏻‍❤️‍🧑🏽;pareja enamorada: persona adulta, persona adulta, tono de piel claro, tono de piel medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel claro, tono de piel medio|persona adulta|personas enamoradas|tono de piel claro|tono de piel medio
	🧑🏻‍❤️‍🧑🏾;pareja enamorada: persona adulta, persona adulta, tono de piel claro, tono de piel oscuro medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel claro, tono de piel oscuro medio|persona adulta|personas enamoradas|tono de piel claro|tono de piel oscuro medio
	🧑🏻‍❤️‍🧑🏿;pareja enamorada: persona adulta, persona adulta, tono de piel claro, tono de piel oscuro;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel claro, tono de piel oscuro|persona adulta|personas enamoradas|tono de piel claro|tono de piel oscuro
	🧑🏼‍❤️‍🧑🏻;pareja enamorada: persona adulta, persona adulta, tono de piel claro medio, tono de piel claro;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel claro medio, tono de piel claro|persona adulta|personas enamoradas|tono de piel claro|tono de piel claro medio
	🧑🏼‍❤️‍🧑🏽;pareja enamorada: persona adulta, persona adulta, tono de piel claro medio, tono de piel medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel claro medio, tono de piel medio|persona adulta|personas enamoradas|tono de piel claro medio|tono de piel medio
	🧑🏼‍❤️‍🧑🏾;pareja enamorada: persona adulta, persona adulta, tono de piel claro medio, tono de piel oscuro medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel claro medio, tono de piel oscuro medio|persona adulta|personas enamoradas|tono de piel claro medio|tono de piel oscuro medio
	🧑🏼‍❤️‍🧑🏿;pareja enamorada: persona adulta, persona adulta, tono de piel claro medio, tono de piel oscuro;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel claro medio, tono de piel oscuro|persona adulta|personas enamoradas|tono de piel claro medio|tono de piel oscuro
	🧑🏽‍❤️‍🧑🏻;pareja enamorada: persona adulta, persona adulta, tono de piel medio, tono de piel claro;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel medio, tono de piel claro|persona adulta|personas enamoradas|tono de piel claro|tono de piel medio
	🧑🏽‍❤️‍🧑🏼;pareja enamorada: persona adulta, persona adulta, tono de piel medio, tono de piel claro medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel medio, tono de piel claro medio|persona adulta|personas enamoradas|tono de piel claro medio|tono de piel medio
	🧑🏽‍❤️‍🧑🏾;pareja enamorada: persona adulta, persona adulta, tono de piel medio, tono de piel oscuro medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel medio, tono de piel oscuro medio|persona adulta|personas enamoradas|tono de piel medio|tono de piel oscuro medio
	🧑🏽‍❤️‍🧑🏿;pareja enamorada: persona adulta, persona adulta, tono de piel medio, tono de piel oscuro;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel medio, tono de piel oscuro|persona adulta|personas enamoradas|tono de piel medio|tono de piel oscuro
	🧑🏾‍❤️‍🧑🏻;pareja enamorada: persona adulta, persona adulta, tono de piel oscuro medio, tono de piel claro;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel oscuro medio, tono de piel claro|persona adulta|personas enamoradas|tono de piel claro|tono de piel oscuro medio
	🧑🏾‍❤️‍🧑🏼;pareja enamorada: persona adulta, persona adulta, tono de piel oscuro medio, tono de piel claro medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel oscuro medio, tono de piel claro medio|persona adulta|personas enamoradas|tono de piel claro medio|tono de piel oscuro medio
	🧑🏾‍❤️‍🧑🏽;pareja enamorada: persona adulta, persona adulta, tono de piel oscuro medio, tono de piel medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel oscuro medio, tono de piel medio|persona adulta|personas enamoradas|tono de piel medio|tono de piel oscuro medio
	🧑🏾‍❤️‍🧑🏿;pareja enamorada: persona adulta, persona adulta, tono de piel oscuro medio, tono de piel oscuro;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel oscuro medio, tono de piel oscuro|persona adulta|personas enamoradas|tono de piel oscuro|tono de piel oscuro medio
	🧑🏿‍❤️‍🧑🏻;pareja enamorada: persona adulta, persona adulta, tono de piel oscuro, tono de piel claro;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel oscuro, tono de piel claro|persona adulta|personas enamoradas|tono de piel claro|tono de piel oscuro
	🧑🏿‍❤️‍🧑🏼;pareja enamorada: persona adulta, persona adulta, tono de piel oscuro, tono de piel claro medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel oscuro, tono de piel claro medio|persona adulta|personas enamoradas|tono de piel claro medio|tono de piel oscuro
	🧑🏿‍❤️‍🧑🏽;pareja enamorada: persona adulta, persona adulta, tono de piel oscuro, tono de piel medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel oscuro, tono de piel medio|persona adulta|personas enamoradas|tono de piel medio|tono de piel oscuro
	🧑🏿‍❤️‍🧑🏾;pareja enamorada: persona adulta, persona adulta, tono de piel oscuro, tono de piel oscuro medio;amor|pareja|pareja enamorada|pareja enamorada: persona adulta, persona adulta, tono de piel oscuro, tono de piel oscuro medio|persona adulta|personas enamoradas|tono de piel oscuro|tono de piel oscuro medio
👩‍❤️‍👨;pareja enamorada: mujer y hombre;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer y hombre|personas enamoradas
	👩🏻‍❤️‍👨🏻;pareja enamorada: mujer, hombre, tono de piel claro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro|personas enamoradas|tono de piel claro
	👩🏻‍❤️‍👨🏼;pareja enamorada: mujer, hombre, tono de piel claro, tono de piel claro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro, tono de piel claro medio|personas enamoradas|tono de piel claro|tono de piel claro medio
	👩🏻‍❤️‍👨🏽;pareja enamorada: mujer, hombre, tono de piel claro, tono de piel medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro, tono de piel medio|personas enamoradas|tono de piel claro|tono de piel medio
	👩🏻‍❤️‍👨🏾;pareja enamorada: mujer, hombre, tono de piel claro, tono de piel oscuro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro, tono de piel oscuro medio|personas enamoradas|tono de piel claro|tono de piel oscuro medio
	👩🏻‍❤️‍👨🏿;pareja enamorada: mujer, hombre, tono de piel claro, tono de piel oscuro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro, tono de piel oscuro|personas enamoradas|tono de piel claro|tono de piel oscuro
	👩🏼‍❤️‍👨🏻;pareja enamorada: mujer, hombre, tono de piel claro medio, tono de piel claro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro medio, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel claro medio
	👩🏼‍❤️‍👨🏼;pareja enamorada: mujer, hombre, tono de piel claro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro medio|personas enamoradas|tono de piel claro medio
	👩🏼‍❤️‍👨🏽;pareja enamorada: mujer, hombre, tono de piel claro medio, tono de piel medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro medio, tono de piel medio|personas enamoradas|tono de piel claro medio|tono de piel medio
	👩🏼‍❤️‍👨🏾;pareja enamorada: mujer, hombre, tono de piel claro medio, tono de piel oscuro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro medio, tono de piel oscuro medio|personas enamoradas|tono de piel claro medio|tono de piel oscuro medio
	👩🏼‍❤️‍👨🏿;pareja enamorada: mujer, hombre, tono de piel claro medio, tono de piel oscuro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel claro medio, tono de piel oscuro|personas enamoradas|tono de piel claro medio|tono de piel oscuro
	👩🏽‍❤️‍👨🏻;pareja enamorada: mujer, hombre, tono de piel medio, tono de piel claro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel medio, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel medio
	👩🏽‍❤️‍👨🏼;pareja enamorada: mujer, hombre, tono de piel medio, tono de piel claro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel medio, tono de piel claro medio|personas enamoradas|tono de piel claro medio|tono de piel medio
	👩🏽‍❤️‍👨🏽;pareja enamorada: mujer, hombre, tono de piel medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel medio|personas enamoradas|tono de piel medio
	👩🏽‍❤️‍👨🏾;pareja enamorada: mujer, hombre, tono de piel medio, tono de piel oscuro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel medio, tono de piel oscuro medio|personas enamoradas|tono de piel medio|tono de piel oscuro medio
	👩🏽‍❤️‍👨🏿;pareja enamorada: mujer, hombre, tono de piel medio, tono de piel oscuro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel medio, tono de piel oscuro|personas enamoradas|tono de piel medio|tono de piel oscuro
	👩🏾‍❤️‍👨🏻;pareja enamorada: mujer, hombre, tono de piel oscuro medio, tono de piel claro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro medio, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel oscuro medio
	👩🏾‍❤️‍👨🏼;pareja enamorada: mujer, hombre, tono de piel oscuro medio, tono de piel claro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro medio, tono de piel claro medio|personas enamoradas|tono de piel claro medio|tono de piel oscuro medio
	👩🏾‍❤️‍👨🏽;pareja enamorada: mujer, hombre, tono de piel oscuro medio, tono de piel medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro medio, tono de piel medio|personas enamoradas|tono de piel medio|tono de piel oscuro medio
	👩🏾‍❤️‍👨🏾;pareja enamorada: mujer, hombre, tono de piel oscuro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro medio|personas enamoradas|tono de piel oscuro medio
	👩🏾‍❤️‍👨🏿;pareja enamorada: mujer, hombre, tono de piel oscuro medio, tono de piel oscuro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro medio, tono de piel oscuro|personas enamoradas|tono de piel oscuro|tono de piel oscuro medio
	👩🏿‍❤️‍👨🏻;pareja enamorada: mujer, hombre, tono de piel oscuro, tono de piel claro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel oscuro
	👩🏿‍❤️‍👨🏼;pareja enamorada: mujer, hombre, tono de piel oscuro, tono de piel claro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro, tono de piel claro medio|personas enamoradas|tono de piel claro medio|tono de piel oscuro
	👩🏿‍❤️‍👨🏽;pareja enamorada: mujer, hombre, tono de piel oscuro, tono de piel medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro, tono de piel medio|personas enamoradas|tono de piel medio|tono de piel oscuro
	👩🏿‍❤️‍👨🏾;pareja enamorada: mujer, hombre, tono de piel oscuro, tono de piel oscuro medio;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro, tono de piel oscuro medio|personas enamoradas|tono de piel oscuro|tono de piel oscuro medio
	👩🏿‍❤️‍👨🏿;pareja enamorada: mujer, hombre, tono de piel oscuro;amor|hombre|mujer|pareja|pareja enamorada|pareja enamorada: mujer, hombre, tono de piel oscuro|personas enamoradas|tono de piel oscuro
👨‍❤️‍👨;pareja enamorada: hombre y hombre;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre y hombre|personas enamoradas
	👨🏻‍❤️‍👨🏻;pareja enamorada: hombre, hombre, tono de piel claro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro|personas enamoradas|tono de piel claro
	👨🏻‍❤️‍👨🏼;pareja enamorada: hombre, hombre, tono de piel claro, tono de piel claro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro, tono de piel claro medio|personas enamoradas|tono de piel claro|tono de piel claro medio
	👨🏻‍❤️‍👨🏽;pareja enamorada: hombre, hombre, tono de piel claro, tono de piel medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro, tono de piel medio|personas enamoradas|tono de piel claro|tono de piel medio
	👨🏻‍❤️‍👨🏾;pareja enamorada: hombre, hombre, tono de piel claro, tono de piel oscuro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro, tono de piel oscuro medio|personas enamoradas|tono de piel claro|tono de piel oscuro medio
	👨🏻‍❤️‍👨🏿;pareja enamorada: hombre, hombre, tono de piel claro, tono de piel oscuro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro, tono de piel oscuro|personas enamoradas|tono de piel claro|tono de piel oscuro
	👨🏼‍❤️‍👨🏻;pareja enamorada: hombre, hombre, tono de piel claro medio, tono de piel claro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro medio, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel claro medio
	👨🏼‍❤️‍👨🏼;pareja enamorada: hombre, hombre, tono de piel claro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro medio|personas enamoradas|tono de piel claro medio
	👨🏼‍❤️‍👨🏽;pareja enamorada: hombre, hombre, tono de piel claro medio, tono de piel medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro medio, tono de piel medio|personas enamoradas|tono de piel claro medio|tono de piel medio
	👨🏼‍❤️‍👨🏾;pareja enamorada: hombre, hombre, tono de piel claro medio, tono de piel oscuro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro medio, tono de piel oscuro medio|personas enamoradas|tono de piel claro medio|tono de piel oscuro medio
	👨🏼‍❤️‍👨🏿;pareja enamorada: hombre, hombre, tono de piel claro medio, tono de piel oscuro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel claro medio, tono de piel oscuro|personas enamoradas|tono de piel claro medio|tono de piel oscuro
	👨🏽‍❤️‍👨🏻;pareja enamorada: hombre, hombre, tono de piel medio, tono de piel claro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel medio, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel medio
	👨🏽‍❤️‍👨🏼;pareja enamorada: hombre, hombre, tono de piel medio, tono de piel claro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel medio, tono de piel claro medio|personas enamoradas|tono de piel claro medio|tono de piel medio
	👨🏽‍❤️‍👨🏽;pareja enamorada: hombre, hombre, tono de piel medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel medio|personas enamoradas|tono de piel medio
	👨🏽‍❤️‍👨🏾;pareja enamorada: hombre, hombre, tono de piel medio, tono de piel oscuro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel medio, tono de piel oscuro medio|personas enamoradas|tono de piel medio|tono de piel oscuro medio
	👨🏽‍❤️‍👨🏿;pareja enamorada: hombre, hombre, tono de piel medio, tono de piel oscuro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel medio, tono de piel oscuro|personas enamoradas|tono de piel medio|tono de piel oscuro
	👨🏾‍❤️‍👨🏻;pareja enamorada: hombre, hombre, tono de piel oscuro medio, tono de piel claro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro medio, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel oscuro medio
	👨🏾‍❤️‍👨🏼;pareja enamorada: hombre, hombre, tono de piel oscuro medio, tono de piel claro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro medio, tono de piel claro medio|personas enamoradas|tono de piel claro medio|tono de piel oscuro medio
	👨🏾‍❤️‍👨🏽;pareja enamorada: hombre, hombre, tono de piel oscuro medio, tono de piel medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro medio, tono de piel medio|personas enamoradas|tono de piel medio|tono de piel oscuro medio
	👨🏾‍❤️‍👨🏾;pareja enamorada: hombre, hombre, tono de piel oscuro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro medio|personas enamoradas|tono de piel oscuro medio
	👨🏾‍❤️‍👨🏿;pareja enamorada: hombre, hombre, tono de piel oscuro medio, tono de piel oscuro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro medio, tono de piel oscuro|personas enamoradas|tono de piel oscuro|tono de piel oscuro medio
	👨🏿‍❤️‍👨🏻;pareja enamorada: hombre, hombre, tono de piel oscuro, tono de piel claro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel oscuro
	👨🏿‍❤️‍👨🏼;pareja enamorada: hombre, hombre, tono de piel oscuro, tono de piel claro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro, tono de piel claro medio|personas enamoradas|tono de piel claro medio|tono de piel oscuro
	👨🏿‍❤️‍👨🏽;pareja enamorada: hombre, hombre, tono de piel oscuro, tono de piel medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro, tono de piel medio|personas enamoradas|tono de piel medio|tono de piel oscuro
	👨🏿‍❤️‍👨🏾;pareja enamorada: hombre, hombre, tono de piel oscuro, tono de piel oscuro medio;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro, tono de piel oscuro medio|personas enamoradas|tono de piel oscuro|tono de piel oscuro medio
	👨🏿‍❤️‍👨🏿;pareja enamorada: hombre, hombre, tono de piel oscuro;amor|hombre|pareja|pareja enamorada|pareja enamorada: hombre, hombre, tono de piel oscuro|personas enamoradas|tono de piel oscuro
👩‍❤️‍👩;pareja enamorada: mujer y mujer;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer y mujer|personas enamoradas
	👩🏻‍❤️‍👩🏻;pareja enamorada: mujer, mujer, tono de piel claro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro|personas enamoradas|tono de piel claro
	👩🏻‍❤️‍👩🏼;pareja enamorada: mujer, mujer, tono de piel claro, tono de piel claro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro, tono de piel claro medio|personas enamoradas|tono de piel claro|tono de piel claro medio
	👩🏻‍❤️‍👩🏽;pareja enamorada: mujer, mujer, tono de piel claro, tono de piel medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro, tono de piel medio|personas enamoradas|tono de piel claro|tono de piel medio
	👩🏻‍❤️‍👩🏾;pareja enamorada: mujer, mujer, tono de piel claro, tono de piel oscuro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro, tono de piel oscuro medio|personas enamoradas|tono de piel claro|tono de piel oscuro medio
	👩🏻‍❤️‍👩🏿;pareja enamorada: mujer, mujer, tono de piel claro, tono de piel oscuro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro, tono de piel oscuro|personas enamoradas|tono de piel claro|tono de piel oscuro
	👩🏼‍❤️‍👩🏻;pareja enamorada: mujer, mujer, tono de piel claro medio, tono de piel claro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro medio, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel claro medio
	👩🏼‍❤️‍👩🏼;pareja enamorada: mujer, mujer, tono de piel claro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro medio|personas enamoradas|tono de piel claro medio
	👩🏼‍❤️‍👩🏽;pareja enamorada: mujer, mujer, tono de piel claro medio, tono de piel medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro medio, tono de piel medio|personas enamoradas|tono de piel claro medio|tono de piel medio
	👩🏼‍❤️‍👩🏾;pareja enamorada: mujer, mujer, tono de piel claro medio, tono de piel oscuro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro medio, tono de piel oscuro medio|personas enamoradas|tono de piel claro medio|tono de piel oscuro medio
	👩🏼‍❤️‍👩🏿;pareja enamorada: mujer, mujer, tono de piel claro medio, tono de piel oscuro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel claro medio, tono de piel oscuro|personas enamoradas|tono de piel claro medio|tono de piel oscuro
	👩🏽‍❤️‍👩🏻;pareja enamorada: mujer, mujer, tono de piel medio, tono de piel claro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel medio, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel medio
	👩🏽‍❤️‍👩🏼;pareja enamorada: mujer, mujer, tono de piel medio, tono de piel claro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel medio, tono de piel claro medio|personas enamoradas|tono de piel claro medio|tono de piel medio
