# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;faccina con un gran sorriso;faccina|faccina che sogghigna|faccina con un gran sorriso|risata|sogghignare
🚅;treno alta velocità punta arrotondata;alta velocità|punta arrotondata|treno|treno alta velocità punta arrotondata|veicolo
🚆;treno;ferrovia|treno|veicolo
🚇;metropolitana;metro|metropolitana|veicolo
🚈;metrotranvia;metrotranvia|veicolo
🚉;stazione;stazione|treno
🚊;tram;tram|veicolo
🚝;monorotaia;monorotaia|veicolo
🚞;ferrovia di montagna;ferrovia di montagna|veicolo
🚋;vagone del tram;tram|vagone|vagone del tram|veicolo
🚌;bus;autobus|bus|veicolo
🚍;bus in arrivo;bus|bus in arrivo|in arrivo|veicolo
🚎;filobus;bus|filobus|veicolo
🚐;pulmino;bus|pulmino|veicolo
🚑;ambulanza;ambulanza|veicolo
🚒;camion dei pompieri;autopompa|camion dei pompieri|veicolo
🚓;macchina della polizia;auto|macchina|macchina della polizia|polizia|veicolo
🚔;macchina della polizia in arrivo;auto|macchina|macchina della polizia in arrivo|polizia|veicolo
🚕;taxi;taxi|veicolo
🚖;taxi in arrivo;taxi|taxi in arrivo|veicolo
🚗;auto;auto|automobile|macchina|veicolo
🚘;auto in arrivo;auto in arrivo|automobile|automobile in arrivo|in arrivo|veicolo
🚙;SUV;auto|SUV|veicolo
🛻;pickup;camioncino|pick-up|pickup
🚚;camion;camion|veicolo
🚛;autoarticolato;autoarticolato|camion|rimorchio|veicolo
🚜;trattore;trattore|veicolo
🏎️;auto da corsa;auto da corsa|F1|gran premio
🏍️;motocicletta;moto|motocicletta
🛵;scooter;motorino|scooter
🦽;sedia a rotelle manuale;accessibilità|carrozzina manuale|sedia a rotelle manuale
🦼;sedia a rotelle motorizzata;accessibilità|carrozzina motorizzata|sedia a rotelle motorizzata
🛺;risciò a motore;risciò a motore|tuk tuk
🚲;bicicletta;bicicletta|veicolo
🛴;monopattino;monopattino
🛹;skateboard;skateboard|tavola da skateboard
🛼;pattini a rotelle;pattini|pattini a rotelle|rotelle
🚏;fermata dell’autobus;autobus|fermata|fermata dell’autobus
🛣️;autostrada;autostrada|pedaggio|strada veloce
🛤️;binari;binari|treno
🛢️;barile di petrolio;barile|barile di petrolio|bidone|fusto|petrolio
⛽;stazione di servizio;benzina|carburante|pompa di benzina|stazione|stazione di servizio
🛞;ruota;cerchio|girare|gomma|pneumatico|ruota
🚨;lampeggiante;lampeggiante|sirena della polizia
🚥;semaforo orizzontale;orizzontale|semaforo
🚦;semaforo verticale;semaforo|verticale
🛑;segnale di stop;ottagonale|segnale|segnale di stop|stop
🚧;area cantiere;area cantiere|simbolo|simbolo area cantiere
⚓;ancora;ancora|simbolo
🛟;salvagente;ciambella|galleggiante|gonfiabile|salvagente|salvare|sicurezza|soccorso
⛵;barca a vela;barca|barca a vela|località balneare|vela|yacht
🛶;canoa;canoa|imbarcazione
🚤;motoscafo;barca|motoscafo|veicolo
🛳️;nave da crociera;crociera|nave|nave da crociera|vacanza
⛴️;traghetto;barca|traghetto|traversata
🛥️;barca a motore;barca|barca a motore|motore
🚢;nave;imbarcazione|nave|veicolo
✈️;aeroplano;aeroplano|velivolo
🛩️;aereo turistico;aereo turistico|velivolo
🛫;decollo;aereo|check-in|decollo|partenza|partenze
🛬;atterraggio;aereo|arrivi|arrivo|atterraggio|pista d’atterraggio
🪂;paracadute;paracadute|paracadute ascensionale|paracadutismo|parasailing|skydiving
💺;sedile;sedia|sedile
🚁;elicottero;elicottero|veicolo|velivolo
🚟;ferrovia sospesa;ferrovia sospesa|veicolo
🚠;funivia;cabina|funivia|montagna|veicolo
🚡;funivia aerea;aerea|funivia|veicolo
🛰️;satellite;satellite|spazio
🚀;razzo;razzo|veicolo|viaggio
🛸;disco volante;disco volante|UFO
🛎️;campanello da hotel;campanello|campanello da hotel|hotel|reception
🧳;valigia;bagagli|partenza|valigia|viaggiare
⌛;clessidra;clessidra|sabbia
⏳;clessidra che scorre;clessidra|clessidra che scorre|sabbia
⌚;orologio;orologio|orologio da polso|tempo
⏰;sveglia;suono|sveglia|svegliarsi
⏱️;cronometro;cronometrare|cronometro|gara|prendere il tempo
⏲️;timer;orologio|timer
🕰️;orologio da mensola;ora|orologio|orologio da mensola
🕛;ore dodici;12:00|mezzanotte|mezzogiorno|ore dodici|orologio
🕧;ore dodici e mezza;12:30|mezzanotte e mezza|mezzogiorno e mezza|ore dodici e mezza
🕐;ore una;1:00|13:00|ore una|orologio
🕜;ore una e mezza;1:30|13:30|ore una e mezza|orologio
🕑;ore due;14:00|2:00|ore due|orologio
🕝;ore due e mezza;14:30|2:30|ore due e mezza|orologio
🕒;ore tre;15:00|3:00|ore tre|orologio
🕞;ore tre e mezza;15:00|3:30|ore tre e mezza|orologio
🕓;ore quattro;16:00|4:00|ore quattro|orologio
🕟;ore quattro e mezza;16:30|4:30|ore quattro e mezza|orologio
🕔;ore cinque;17:00|5:00|ore cinque|orologio
🕠;ore cinque e mezza;17:30|5:30|ore cinque e mezza|orologio
🕕;ore sei;18:00|6:00|ore sei|orologio
🕡;ore sei e mezza;18:30|6:30|ore sei e mezza|orologio
🕖;ore sette;19:00|7:00|ore sette|orologio
🕢;ore sette e mezza;19:30|7:30|ore sette e mezza|orologio
🕗;ore otto;20:00|8:00|ore otto|orologio
🕣;ore otto e mezza;20:30|8:30|ore otto e mezza|orologio
🕘;ore nove;21:00|9:00|ore nove|orologio
🕤;ore nove e mezza;21:30|9:30|ore nove e mezza|orologio
🕙;ore dieci;10:00|22:00|ore dieci|orologio
🕥;ore dieci e mezza;10:30|22:30|ore dieci e mezza|orologio
🕚;ore undici;11:00|23:00|ore undici|orologio
🕦;ore undici e mezza;11:30|23:30|ore undici e mezza|orologio
🌑;luna nuova;luna|novilunio|nuova
🌒;luna crescente;crescente|luna
🌓;primo quarto di luna;luna|primo quarto di luna|quarto
🌔;luna gibbosa crescente;crescente|gibbosa|luna
🌕;luna piena;luna|piena|plenilunio
🌖;luna gibbosa calante;calante|gibbosa|luna
🌗;ultimo quarto di luna;luna|quarto|ultimo quarto di luna
🌘;luna calante;calante|luna
🌙;spicchio di luna;crescente|luna|spicchio di luna
🌚;faccina luna nuova;faccina|faccina luna nuova|luna|luna nuova|luna nuova con faccina
🌛;faccina primo quarto di luna;faccina|faccina primo quarto di luna|luna|luna con faccina|primo quarto di luna
🌜;faccina ultimo quarto di luna;faccina|faccina ultimo quarto di luna|luna|luna con faccina|ultimo quarto di luna
🌡️;termometro;clima|meteo|temperatura|termometro
☀️;sole;calore|luce|raggi|sole|splendente
🌝;faccina luna piena;faccina|faccina luna piena|luna|luna con faccina|luna piena
🌞;faccina sole;faccina|sole
🪐;pianeta con satellite;pianeta con satellite|Saturno
⭐;stella;astro|stella
🌟;stella che brilla;brillante|scintillante|stella|stella che brilla
🌠;stella cadente;cadente|stella
🌌;Via Lattea;lattea|Via Lattea
☁️;nuvola;meteo|nuvola
⛅;sole coperto;nuvola|sole|sole con nuvole|sole coperto
⛈️;temporale;fulmini|meteo|nuvole|pioggia|temporale
🌤️;parzialmente nuvoloso;meteo|nuvole|parzialmente nuvoloso|sole|variabile
🌥️;molto nuvoloso;coperto|meteo|molto nuvoloso|nuvoloso
🌦️;sole coperto e pioggia;meteo|pioggia|sole|sole coperto e pioggia
🌧️;pioggia;meteo|nuvole|pioggia
🌨️;neve;freddo|meteo|neve|nevica
🌩️;fulmini;fulmini|meteo|nuvole
🌪️;tornado;tornado|tromba d’aria
🌫️;nebbia;foschia|meteo|nebbia|visibilità ridotta
🌬️;vento;aria|Eolo|vento
🌀;ciclone;ciclone|tifone|tornado
🌈;arcobaleno;arcobaleno|pioggia|sette colori
🌂;ombrello chiuso;ombrello chiuso|pioggia
☂️;ombrello;meteo|ombrello|pioggia
☔;ombrello con gocce di pioggia;gocce d’acqua|meteo|ombrello|ombrello bagnato|ombrello con gocce di pioggia|pioggia
⛱️;ombrellone;meteo|ombrellone|sole|spiaggia|vacanza
⚡;alta tensione;alta|pericolo|simbolo|tensione
❄️;fiocco di neve;fiocco di neve|freddo|ghiaccio|inverno|neve
☃️;pupazzo di neve;freddo|inverno|neve|pupazzo|pupazzo di neve|pupazzo innevato
⛄;pupazzo di neve senza neve;neve|pupazzo|pupazzo di neve|pupazzo di neve senza neve
☄️;cometa;cometa|spazio|stella cometa
🔥;fuoco;fiamma|fuoco
💧;goccia;acqua|fumetto|goccia|sudore|sudore freddo
🌊;onda;onda|onda d’acqua|onda del mare

[activities]
🎃;zucca di Halloween;festa|Halloween|zucca|zucca di Halloween
🎄;albero di Natale;albero|albero di Natale|festa|Natale
🎆;fuochi d’artificio;festa|fuochi d’artificio|fuoco d’artificio
🎇;stellina scintillante;festa|fuoco d’artificio|stellina scintillante|stelline scintillanti
🧨;petardo;dinamite|esplosivo|fuochi artificiali|petardo
✨;stelline;scintille|stelle|stelline
🎈;palloncino;festa|palloncino
🎉;spara coriandoli;coriandoli|festa|party|spara coriandoli
🎊;coriandoli;coriandoli|festa|palla|palla di coriandoli
🎋;albero di Tanabata;albero|albero di Tanabata|decorazioni di carta|festa|Festa delle stelle
🎍;bambù decorato;bambù|bambù decorato|decorazione kadomatsu|giapponese
🎎;bambole giapponesi;bambole|festa|Festa delle bambole|giapponesi
🎏;aquilone a forma di carpa;aquilone|aquilone a forma di carpa|carpa|festa
🎐;campana al vento;campana|campana al vento|festa|vento
🎑;contemplazione della luna;contemplazione della luna|contemplazione festa|festa della contemplazione della luna|luna
🧧;busta hongbao;buono auspicio|busta hongbao|busta rossa|hongbao|lai see|regalo|soldi
🎀;fiocco;festa|fiocco
🎁;regalo;dono|festa|pacchetto|regalo
🎗️;nastro;festa|festeggiamenti|fiocco|nastro|nodo
🎟️;biglietto d’ingresso;biglietto|biglietto d’ingresso|cinema|ingresso|spettacolo
🎫;biglietto;biglietto|ingresso
🎖️;medaglia militare;medaglia|medaglia al valore|medaglia militare|riconoscimento|vittoria
🏆;coppa;coppa|premio|trofeo
🏅;medaglia sportiva;gara|medaglia|medaglia sportiva|podio
🥇;medaglia d’oro;medaglia|medaglia d’oro|oro|primo posto
🥈;medaglia d’argento;argento|medaglia|medaglia d’argento|secondo posto
🥉;medaglia di bronzo;bronzo|medaglia|medaglia di bronzo|terzo posto
⚽;pallone da calcio;calcio|pallone|pallone da calcio
⚾;palla da baseball;baseball|guantone|palla da baseball
🥎;palla da softball;guantone|palla|palla da softball|softball
🏀;palla da pallacanestro;canestro|canestro da basket|palla da pallacanestro|pallone|sport
🏐;palla da pallavolo;palla|palla da pallavolo|pallavolo|rete|sport
🏈;football americano;americano|football americano|palla|sport
🏉;pallone da rugby;pallone|pallone da rugby|sport
🎾;tennis;palla|palla da tennis|racchetta e palla da tennis|sport|tennis
🥏;frisbee;frisbee|ultimate frisbee
🎳;bowling;bowling|gioco|palla|palla da bowling
🏏;cricket;cricket|mazza|palla|sport
🏑;hockey su prato;campo|hockey su prato|mazza|palla|partita
🏒;hockey su ghiaccio;ghiaccio|hockey su ghiaccio|hockey sul ghiaccio|mazza|puck
🥍;lacrosse;goal|lacrosse|palla|racchetta da lacrosse
🏓;ping pong;pallina|ping pong|racchetta|rete|tennis da tavolo
🏸;badminton;badminton|racchetta|sport|volano
🥊;guantone da pugilato;guantone|guantone da pugilato|pugilato|sport
🥋;kimono per arti marziali;arti marziali|judo|karate|kimono|kimono per arti marziali
🥅;porta da calcio;gol|porta|porta da calcio|rete|sport
⛳;bandiera in buca;bandiera golf|bandiera in buca|buca|golf
⛸️;pattinaggio su ghiaccio;ghiaccio|pattinaggio artistico|pattinaggio su ghiaccio|pattini|sport
🎣;canna da pesca;canna da pesca|intrattenimento|lenza|pesca|pesce
🤿;maschera da sub;diving|fare immersioni|immersioni|maschera da sub|snorkeling
🎽;maglia da corsa;corsa|maglia|maglia da corsa|maglia da corsa con fascia
🎿;sci;scarpone|scarpone da sci|sci|sport
🛷;slitta;slitta|slittino
🥌;stone da curling;stone da curling
🎯;bersaglio;bersaglio|colpire|gioco|target
🪀;yo-yo;giocattolo|rocchetto|yo-yo
🪁;aquilone;aquilone|planare|volare
🔫;pistola ad acqua;arma|pistola|pistola ad acqua|revolver
🎱;palla da biliardo;biliardo|gioco|palla da biliardo|palla otto
🔮;sfera di cristallo;chiaroveggenza|cristallo|futuro|sfera|sfera di cristallo
🪄;bacchetta magica;bacchetta magica|maga|magia|mago|strega|stregone
🎮;gamepad;console|console videogioco|gamepad|gioco
🕹️;joystick;giocare|joystick|leva del joystick|videogioco
🎰;slot machine;gioco|slot|slot machine
🎲;dado;dadi|dado|gioco|gioco dei dadi
🧩;pezzo di puzzle;pezzo di puzzle|puzzle|tessera del puzzle
🧸;orsetto;giocattolo|orsetto|peluche
🪅;pentolaccia;divertimento|festa|pentolaccia
🪩;palla da discoteca;ballare|brillare|dance|discoteca|festa|glitter|palla da discoteca
🪆;matrioska;bambola|matrioska|russia
♠️;picche;carte|picche|seme
♥️;cuori;carte|cuori|seme
♦️;quadri;carte|quadri|seme
♣️;fiori;carte|fiori|seme
♟️;pedina degli scacchi;pedina|pedina degli scacchi|sacrificabile|scacchi|scacco matto
🃏;jolly;carta|carta da gioco|jolly
🀄;tessera Mahjong;drago|drago rosso|Mahjong|tessera
🎴;carta da gioco Hanafuda;carta|carta da gioco|carta da gioco Hanafuda|carta dei fiori|gioco|Hanafuda
🎭;maschere;arte|arti performative|intrattenimento|maschere|performance
🖼️;quadro incorniciato;cornice|museo|opera d’arte|quadro|quadro incorniciato
🎨;tavolozza;arte|colori|pittura|tavolozza|tavolozza dei colori
🧵;filo;ago|filo|rocchetto
🪡;ago da cucito;ago|ago da cucito|cucito|punti|ricamo|sartoria|suture
🧶;gomitolo;fare a maglia|gomitolo|palla|uncinetto
🪢;nodo;annodato|corda|legare|nodo|spago

[objects]
👓;occhiali da vista;abbigliamento|occhiali|occhiali da vista
🕶️;occhiali da sole;occhiali da sole|occhiali scuri
🥽;maschera;maschera|nuoto|occhiali di protezione|occhialini|saldatura
🥼;camice;camice|dottore|esperimento|scienziato
🦺;gilet di sicurezza;antinfortunistica|emergenza|gilet antinfortunistica|gilet di sicurezza
👔;cravatta;abbigliamento|cravatta
👕;t-shirt;abbigliamento|maglietta|t-shirt
👖;jeans;abbigliamento|jeans
🧣;sciarpa;collo|sciarpa
🧤;guanti;guanti|mano
🧥;cappotto;cappotto|giacca
🧦;calzini;calze|calzini
👗;vestito;abbigliamento|abito|vestito
👘;kimono;abbigliamento|kimono|vestito
🥻;sari;abbigliamento|abito tradizionale indiano|sari|vestito tradizionale
🩱;costume da bagno intero;costume da bagno|costume da bagno intero
🩲;slip;costume da bagno maschile|costume da uomo|intimo|mutande da uomo|slip
🩳;pantaloncini;boxer|costume da bagno maschile|costume da uomo|intimo|mutande da uomo|pantaloncini
👙;bikini;abbigliamento|bikini|costume due pezzi
👚;maglietta da donna;abbigliamento|maglietta da donna|vestiti
🪭;ventaglio;aria|caldo|rinfrescare|sventolare|timidezza|ventaglio
👛;borsellino;abbigliamento|borsellino|moneta|porta monete
👜;borsa;abbigliamento|borsa|borsetta
👝;pochette;abbigliamento|borsa|pochette
🛍️;borse della spesa;borse della spesa|sacchetti|sacchetti regalo
🎒;zaino;cartella|cartella di scuola|scuola|zaino|zaino per la scuola
🩴;infradito;ciabatte|infradito|sandali|spiaggia
👞;scarpa da uomo;abbigliamento|scarpa|scarpa da uomo
👟;scarpa sportiva;abbigliamento|scarpa|scarpa sportiva|sneaker
🥾;stivale da trekking;campeggio|stivale|stivale da trekking|trekking|viaggio zaino in spalla|zaino in spalla
🥿;ballerina;ballerina|scarpa senza lacci|scarpe da ballerina
👠;scarpa con il tacco;abbigliamento|scarpa|scarpa con il tacco|tacco
👡;sandalo da donna;abbigliamento|donna|sandalo|sandalo da donna
🩰;scarpette da ballerina;balletto|danza|danza classica|scarpette da ballerina|scarpette da ballo
👢;stivale da donna;abbigliamento|donna|stivale|stivale da donna
🪮;pettine afro;afro|capelli|pettine
👑;corona;abbigliamento|corona|re|regina
👒;cappello da donna;abbigliamento|cappello|cappello da donna
🎩;cilindro;cappello|cilindro|intrattenimento
🎓;cappello da laureato;cappello|cappello da laureato|festa|laurea
🧢;cappello con visiera;cappello con visiera|cappello da baseball
🪖;elmetto militare;elmetto|esercito|militare|soldato
⛑️;elmetto con croce bianca;bianca|croce|elmetto|elmetto con croce bianca
📿;rosario;preghiera|rosario
💄;rossetto;cosmetici|makeup|rossetto|trucco
💍;anello;anello|anello di diamanti|diamante
💎;gemma;diamante|gemma|pietra preziosa|romanticismo
🔇;altoparlante disattivato;altoparlante barrato|altoparlante disattivato|silenzio|suono disattivato
🔈;altoparlante a volume basso;altoparlante a basso volume|altoparlante a volume basso|basso volume|volume basso
🔉;altoparlante a volume intermedio;altoparlante a volume intermedio|volume intermedio|volume medio
🔊;altoparlante a volume alto;altoparlante a volume alto|volume alto
📢;altoparlante;altoparlante|altoparlanti|megafoni|megafono
📣;megafono;altoparlante|altoparlanti|megafoni|megafono
📯;corno postale;cornetta da postiglione|cornetto postale|corno postale
🔔;campana;campana|campanella
🔕;campana sbarrata;campana|campana sbarrata|silenzio
🎼;pentagramma;musica|partitura|pentagramma
🎵;nota musicale;musica|nota|nota musicale
🎶;note musicali;musica|nota|note|note musicali
🎙️;microfono radiofonico;microfoni|microfoni da studio|microfono|microfono da studio|microfono radiofonico
🎚️;cursore del volume;abbassare il volume|alzare il volume|cursore del volume|levetta del volume|regolazione volume
🎛️;manopole di controllo;manopole|manopole del volume|manopole di controllo|regolazione volume
🎤;microfono;Karaoke|microfono
🎧;cuffie;cuffie|intrattenimento
📻;radio;ascoltare la radio|musica|radio|stazioni radio
🎷;sassofono;musica|sassofono|sax|strumento|strumento musicale
🪗;fisarmonica;concertina|fisarmonica|organetto
🎸;chitarra;chitarra|musica|strumento|strumento musicale
🎹;piano;musica|piano|pianoforte|strumento musicale|tastiera
🎺;tromba;musica|strumento|strumento musicale|tromba
🎻;violino;musica|strumento|strumento musicale|violino
🪕;banjo;banjo|musica|strumento a corde
🥁;tamburo;bacchette|musica|tamburo
🪘;tamburo lungo;conga|percussioni|ritmo|tamburo|tamburo lungo
🪇;maracas;agitare|maracas|musica|percussioni|scuotere|strumento
🪈;flauto;fiato|flauto|legno|musica|piffero|strumento
📱;telefono cellulare;cellulare|telefono
📲;telefono cellulare con freccia;cellulare|cellulare con freccia|telefonare|telefono|telefono cellulare con freccia
☎️;telefono fisso;telefono di casa|telefono fisso
📞;cornetta;comunicazione|cornetta|cornetta del telefono|telefono
📟;cercapersone;cercapersone|comunicazione
📠;fax;comunicazione|fax
🔋;batteria;autonomia|batteria|batteria carica|batteria scarica|ricaricare
🪫;batteria scarica;batteria scarica|elettronica|energia bassa
🔌;spina elettrica;elettricità|presa elettrica|spina elettrica
💻;computer portatile;computer portatile|PC|portatile
🖥️;computer fisso;computer fisso|desktop|desktop PC|PC tutto in uno
🖨️;stampante;stampante|stampare|stampe
⌨️;tastiera;computer|tasti|tastiera|tastiera senza fili
🖱️;mouse;cursore|mouse|mouse senza fili
🖲️;trackball;mouse a sfera|mouse con trackball|puntamento|trackball
💽;minidisc;disc|MD|mini disc|minidisc
💾;floppy disc;disc|floppy
💿;disco ottico;blu-ray|CD|disco|disco ottico|DVD
📀;DVD;blu-ray|computer disk|DVD
🧮;abaco;abaco|fare i calcoli
🎥;cinepresa;cinema|cinepresa|film|intrattenimento|telecamera
🎞️;pellicola cinematografica;cinema|film|fotogrammi|fotogrammi di film|pellicola|pellicola cinematografica
📽️;proiettore cinematografico;fotocamera|fotografare|macchina fotografica|proiettore cinematografico|ricordi|scattare foto
🎬;ciak;ciak|cinema|film|intrattenimento
📺;televisore;televisione|televisore
📷;fotocamera;fotocamera|fotografare|macchina fotografica|ricordi|scattare foto
📸;fotocamera con flash;fotocamera con flash|fotografare|macchina fotografica con flash|ricordi|scattare foto
📹;videocamera;telecamera|video|videocamera
📼;videocassetta;cassetta|VHS|video|videocassetta
🔍;lente di ingrandimento rivolta a sinistra;cerca|lente|lente di ingrandimento rivolta a sinistra|lente ingrandimento|lente ingrandimento verso sinistra
🔎;lente di ingrandimento rivolta a destra;cerca|lente|lente di ingrandimento rivolta a destra|lente ingrandimento|lente ingrandimento verso destra
🕯️;candela;a lume di candela|candela|candela accesa|cera|illuminare|luce
💡;lampadina;elettrica|fumetto|idea|lampadina|luce
🔦;torcia;pila|torcia
🏮;lanterna rossa;izakaya|lanterna|lanterna giapponese|lanterna rossa
🪔;diya;deepak|deepam|divaa|diya|lampada a olio tradizionale
📔;quaderno con copertina decorata;copertina|quaderno con copertina decorata|taccuino|taccuino con decorazione|taccuino copertina decorata|taccuino decorato
📕;libro chiuso;libro|libro chiuso
📖;libro aperto;libro|libro aperto
📗;libro verde;libro|libro verde
📘;libro blu;libro|libro blu
📙;libro arancione;libro|libro arancione
📚;libri;libri|pila di libri
📓;quaderno;appunti|prendere nota|quaderno|taccuino
📒;quaderno ad anelli;blocco|block notes|libro mastro|quaderno ad anelli|taccuino
📃;pagina con piega;documento|pagina|pagina arricciata|pagina con piega
📜;pergamena;decreto|laurea|pergamena|rotolo
📄;pagina;documento|pagina
📰;quotidiano;giornale|quotidiano
🗞️;quotidiano arrotolato;giornale|giornale arrotolato|giornali|giornali arrotolati|quotidiani|quotidiano|quotidiano arrotolato
📑;etichette segnalibro;etichette segnalibro|linguette|segnalibro
🔖;segnalibro;lettura|libro|segnalibro
🏷️;etichetta;etichetta|identificativo|talloncino
💰;sacco di soldi;denaro|sacco|sacco di soldi
🪙;moneta;argento|denaro|metallo|moneta|oro|tesoro
💴;banconota Yen;banconota|denaro|Yen
💵;banconota Dollaro;banconota|denaro|Dollaro
💶;banconota Euro;banconota|denaro|Euro
💷;banconota Sterlina;banconota|denaro|Sterlina
💸;soldi con le ali;banconota|banconota con le ali|soldi|soldi che volano|soldi con le ali
💳;carta di credito;carta|carta di credito|credito
🧾;scontrino;contabilità|ricevuta di pagamento|scontrino
💹;grafico ascendente;ascendente|grafico|mercato|mercato in salita
✉️;busta;busta|email|lettera|posta|ricevere posta
📧;e-mail;comunicazione|e-mail|email|lettera|posta|posta elettronica
📨;posta in arrivo;busta|comunicazione|email|in arrivo|lettera|posta in arrivo
📩;posta in uscita;in uscita|lettera|posta|posta in uscita|posta inviata
📤;posta inviata;comunicazione|in uscita|inviata|posta|vaschetta
📥;posta ricevuta;comunicazione|posta|ricevuta|vaschetta
📦;pacco;collo|pacco|scatola
📫;cassetta postale chiusa bandierina alzata;bandierina|cassetta postale|cassetta postale chiusa bandierina alzata|cassetta postale chiusa bandierina su|chiusa|posta
📪;cassetta postale chiusa bandierina abbassata;bandierina|cassetta postale|cassetta postale chiusa bandierina abbassata|cassetta postale chiusa bandierina giù|chiusa|posta
📬;cassetta postale aperta bandierina alzata;aperta|bandierina|cassetta postale|cassetta postale aperta bandierina alzata|cassetta postale aperta bandierina su|posta
📭;cassetta postale aperta bandierina abbassata;aperta|bandierina|casetta postale aperta bandierina giù|cassetta postale|cassetta postale aperta bandierina abbassata|cassetta postale con bandierina abbassata|posta
📮;cassetta delle lettere;buca delle lettere|cassetta delle lettere|posta|ricevere posta|spedire posta
🗳️;urna elettorale con scheda;elezioni|scheda elettorale|urna elettorale|urna elettorale con scheda|votare|voto
✏️;matita;matita|matita con gomma|scrivere|scrivere a matita
✒️;pennino;calamaio|inchiostro|pennino
🖋️;penna stilografica;cartuccia|inchiostro|penna stilografica|pennino
🖊️;penna a sfera;penna a sfera|scrivere a penna
🖌️;pennello;artista|dipingere|pennello|pittore|pittrice
🖍️;pastello a cera;colorare|colorare con pastelli|colori|disegnare|pastello a cera
📝;memo;block notes|matita|memo
💼;valigetta 24 ore;24 ore|documenti|ufficio|valigetta|valigetta 24 ore
📁;cartella file;cartella|file
📂;cartella aperta;aperta|cartella|file
🗂️;divisori per schedario;archivio|divisori|divisori per schedario|documenti|ordinare|schedario
📅;calendario;calendario|data|giorno|ricorrenza
📆;calendario a strappo;calendario|calendario a strappo
🗒️;blocco per appunti con spirale;appuntare|appunti|blocchetto degli appunti|blocco|blocco a spirale|blocco per appunti con spirale|scrivere
🗓️;calendario a spirale;calendario a spirale|giorni
📇;schedario;rolodex|schedario|schedario girevole
📈;grafico con andamento positivo;andamento ascendente|ascendente|grafico|grafico con andamento positivo
📉;grafico con andamento negativo;andamento discendente|discendente|grafico|grafico con andamento negativo
📊;grafico a barre;barre|grafico|grafico a barre
📋;portablocco;appunti|portablocco
📌;puntina;puntina|puntina da disegno
📍;puntina arrotondata;puntina|puntina arrotondata|puntina da disegno
📎;graffetta;fermaglio|graffetta
🖇️;graffette attaccate;allegare|cancelleria|fermagli|graffette attaccate
📏;righello;geometria|misurare|righello|scuola|strumento
📐;squadra;angoli|geometria|misurare|scuola|squadra
✂️;forbici;forbici|strumento|tagliare
🗃️;schedario da tavolo;archiviare|archivio|contenitore|documenti|schedario|schedario da tavolo
🗄️;schedario da ufficio;archiviare|armadietto schedario|documenti|file|schedario|schedario da ufficio
🗑️;cestino;buttare|cartacce|cestino|rifiuti
🔒;lucchetto chiuso;chiuso|lucchetto
🔓;lucchetto aperto;aperto|lucchetto
🔏;lucchetto con penna stilo;lucchetto|lucchetto con penna stilo|privacy|stilografica
🔐;lucchetto chiuso con chiave;chiave|lucchetto chiuso|lucchetto chiuso con chiave|sicuro
🔑;chiave;chiave|password
🗝️;chiave antica;chiave|chiave antica|chiudere a chiave|serratura
🔨;martello;attrezzo|martello|utensile
🪓;ascia;accetta|ascia|boscaiolo|taglialegna
⛏️;piccone;attrezzo|miniera|picconare|piccone|scavare
⚒️;piccone e martello;attrezzi|lavori manuali|manodopera|piccone e martello|utensili
🛠️;martello e chiave inglese;attrezzi|martello e chiave inglese|simbolo impostazioni|utensili
🗡️;pugnale;affilato|arma|pugnalare|pugnale
⚔️;spade incrociate;armi|combattimento|duello|spade incrociate
💣;bomba;bomba|emozione|fumetto
🪃;boomerang;australia|boomerang|rimbalzo|ripercussione
🏹;arco e freccia;arciere|arco e freccia|tiratore d’arco|tiro con l’arco
🛡️;scudo;medioevo|protezione|scudo|simbolo|torneo
🪚;sega da falegname;falegname|legname|sega|sega da falegname|utensile
🔧;chiave inglese;attrezzo|chiave|inglese|utensile
🪛;cacciavite;avvitare|cacciavite|utensile|vite
🔩;vite e bullone;bullonare|bullone|fissare|vite e bullone
⚙️;ingranaggio;componente|ingranaggio|meccanismo|ruota dentata
🗜️;morsetto;fissare|morsa|morsetto|serrare|stringere|utensile
⚖️;bilancia a doppio piatto;bilancia|bilancia a doppio piatto|pesare|piatti della bilancia
🦯;bastone per non vedenti;accessibilità|bastone bianco|bastone per ipovedenti|bastone per non vedenti
🔗;collegamento;collegamento|due anelli|link|simbolo link
⛓️‍💥;catena spezzata;catena spezzata|catene|libertà|manette|rompere|spezzare
⛓️;catene;catene|imprigionare|incatenare
🪝;gancio;curva|fermaglio|gancio|intrappolare|punto vendita|uncino
🧰;cassetta degli attrezzi;attrezzi|cassetta degli attrezzi|meccanico|strumenti
🧲;calamita;attrazione|calamita|ferro di cavallo|magnete|magnetica
🪜;scala;arrampicarsi|piolo|scala|scalino
⚗️;alambicco;alambicco|chimica|esperimento|strumento
🧪;provetta;chimica|chimico|esperimenti|laboratorio|provetta
🧫;piastra di Petri;batteri|biologia|biologo|cultura|piastra di Petri
🧬;dna;biologo|dna|evoluzione|genetica|geni|vita
🔬;microscopio;analisi|esperimento|microscopio|scienza|strumento
🔭;telescopio;astronomia|osservazione delle stelle|telescopi|telescopio
📡;antenna satellitare;antenna parabolica|antenna satellitare|antenne paraboliche|antenne satellitari|satellite
